hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
City Hotel,0,7,2015,April,46,23,0,3,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,1,Transient-Party,136.90369746756903,0,0,Check-Out
City Hotel,1,403,2017,November,49,19,0,4,2,0,0,SC,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,1,Transient,80.85739663718451,0,0,Check-Out
Resort Hotel,1,451,2017,May,29,19,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,1,Transient,96.2904292974827,0,0,Check-Out
City Hotel,0,367,2015,November,2,15,0,2,4,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,2,A,D,1,No Deposit,1,Transient,152.2678982793335,0,0,Check-Out
City Hotel,1,586,2015,June,18,8,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,F,1,No Deposit,2,Transient,81.9922901500367,0,0,Check-Out
City Hotel,0,703,2017,January,37,8,1,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,1,D,E,0,Non Refund,1,Transient,112.4750197480582,0,5,Check-Out
City Hotel,0,680,2015,September,5,27,4,6,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,1,Transient-Party,166.56806522580328,0,2,Canceled
Resort Hotel,1,129,2015,February,16,8,0,0,1,0,0,SC,GBR,Groups,TA/TO,0,0,0,F,A,0,No Deposit,2,Transient,75.01107628367764,0,0,Check-Out
City Hotel,0,249,2016,April,36,14,1,0,2,2,0,BB,GBR,Direct,Direct,0,1,0,E,D,0,No Deposit,0,Contract,114.9301105921924,0,0,Check-Out
City Hotel,0,115,2015,November,28,18,2,1,2,0,0,BB,DEU,Groups,TA/TO,0,0,0,F,A,1,No Deposit,1,Transient,129.75733626248154,0,0,Check-Out
City Hotel,1,635,2016,December,15,14,0,3,1,0,0,SC,PRT,Groups,TA/TO,0,0,0,E,E,0,No Deposit,2,Transient,119.82356341100328,1,5,Check-Out
City Hotel,1,606,2015,May,18,13,1,1,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,G,D,1,No Deposit,0,Transient,117.36734329069726,0,0,Canceled
City Hotel,0,36,2016,July,49,17,0,4,2,0,0,BB,FRA,Corporate,TA/TO,0,0,0,F,A,0,No Deposit,0,Transient,27.47835159313486,0,3,Check-Out
City Hotel,0,206,2015,February,31,29,1,5,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,A,0,No Deposit,0,Transient,50.341787387100176,0,0,Check-Out
City Hotel,0,343,2017,January,7,24,1,3,2,0,0,BB,Other,Corporate,TA/TO,0,0,0,E,D,0,No Deposit,2,Transient-Party,101.18691307609157,0,0,Canceled
City Hotel,0,401,2017,August,13,1,2,1,1,0,0,BB,PRT,Online TA,Direct,0,0,0,G,A,0,Refundable,1,Transient,31.194540226489437,0,0,Check-Out
City Hotel,0,11,2016,December,41,20,0,4,2,0,1,BB,Other,Groups,TA/TO,0,0,0,F,E,0,No Deposit,3,Transient,72.46741950052372,0,1,Canceled
Resort Hotel,0,721,2016,October,18,25,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,D,0,No Deposit,2,Transient,145.18923803801061,0,2,Check-Out
City Hotel,0,406,2017,December,14,2,3,0,2,0,0,BB,GBR,Offline TA/TO,Direct,0,1,0,C,A,0,No Deposit,0,Transient,104.57372779728179,0,0,Canceled
Resort Hotel,0,543,2016,July,53,27,1,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,Non Refund,0,Transient,149.36449503802794,0,0,Check-Out
Resort Hotel,0,500,2016,August,17,8,0,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,D,0,No Deposit,1,Transient-Party,29.05075251095775,0,0,Check-Out
City Hotel,0,223,2017,September,31,15,1,1,1,0,0,BB,Other,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,0,Transient,110.9279709626973,0,0,Canceled
City Hotel,0,461,2015,August,27,8,2,1,2,1,0,SC,PRT,Direct,Corporate,0,0,0,A,D,1,Non Refund,2,Transient,148.60931122051284,0,1,Check-Out
Resort Hotel,0,509,2015,July,36,14,0,2,2,2,0,BB,PRT,Direct,TA/TO,0,0,0,D,D,0,Non Refund,1,Transient,79.50201480382049,0,0,Check-Out
Resort Hotel,1,436,2015,November,28,30,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,C,0,Non Refund,0,Transient,106.64403386141483,0,1,Check-Out
City Hotel,0,571,2016,September,14,12,0,2,1,1,0,HB,GBR,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,145.9113100585648,0,2,Canceled
City Hotel,0,390,2016,May,8,2,2,4,1,2,0,BB,Other,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,4,Transient-Party,120.09152177866831,0,1,Canceled
City Hotel,0,64,2016,January,17,7,1,4,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,1,Transient,219.0959332705222,0,0,Check-Out
City Hotel,0,516,2017,August,49,3,2,6,1,0,0,BB,GBR,Direct,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,147.81316719431553,0,2,Canceled
City Hotel,0,4,2016,September,17,31,0,4,1,0,0,BB,GBR,Corporate,TA/TO,0,0,1,F,A,0,No Deposit,1,Transient,137.86296648773722,0,0,Check-Out
City Hotel,0,693,2015,January,50,14,2,6,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,2,Transient-Party,102.01143684984069,0,1,Canceled
City Hotel,0,285,2016,June,47,6,1,1,1,0,0,SC,Other,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,2,Transient,99.92242486720124,0,0,Canceled
Resort Hotel,1,442,2016,April,19,4,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,1,No Deposit,1,Contract,145.95734464017232,0,0,Canceled
City Hotel,0,116,2017,June,9,31,4,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,112.01960727220057,0,0,Check-Out
City Hotel,1,146,2016,January,24,1,0,4,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,G,0,No Deposit,3,Transient,47.30187075588114,0,0,Check-Out
City Hotel,1,260,2015,June,10,13,0,1,1,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,Refundable,1,Transient-Party,55.934951637357045,0,0,Check-Out
City Hotel,0,411,2016,March,37,23,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,1,Transient,60.53439179437166,0,0,Check-Out
City Hotel,0,593,2015,January,53,4,1,3,2,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,140.19836355139122,0,1,Check-Out
City Hotel,0,333,2015,August,40,10,0,2,1,0,0,BB,Other,Online TA,TA/TO,0,0,1,F,A,1,No Deposit,0,Transient,84.8413673445492,0,1,Canceled
Resort Hotel,0,326,2017,July,37,6,1,2,1,1,0,BB,PRT,Groups,TA/TO,0,0,0,D,B,0,No Deposit,3,Transient-Party,64.0504936052157,0,0,Check-Out
Resort Hotel,0,253,2016,February,37,21,0,5,2,0,1,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,115.59983739264693,0,1,Check-Out
City Hotel,0,580,2017,May,10,24,0,2,2,0,0,BB,Other,Groups,TA/TO,1,0,0,A,A,0,No Deposit,2,Transient,118.33071898179479,0,0,Canceled
City Hotel,1,456,2016,April,36,6,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,D,0,No Deposit,1,Group,43.73135007445238,0,0,Check-Out
City Hotel,1,229,2016,October,45,15,1,2,2,0,0,BB,PRT,Direct,TA/TO,1,0,0,A,E,1,No Deposit,3,Transient,134.67056060765574,0,0,Check-Out
City Hotel,1,564,2017,July,5,24,0,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,1,Transient-Party,128.62275072352784,0,1,Check-Out
Resort Hotel,1,19,2016,December,6,6,0,4,2,0,0,BB,FRA,Corporate,TA/TO,0,0,0,E,E,0,No Deposit,1,Transient,69.72014055820921,0,0,Canceled
Resort Hotel,0,26,2017,June,40,23,0,1,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,D,D,0,No Deposit,1,Transient,142.3649316512157,0,0,Canceled
City Hotel,0,728,2016,August,50,10,0,3,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,G,D,0,No Deposit,3,Transient,48.38018529276923,0,0,Check-Out
Resort Hotel,0,110,2016,November,8,24,1,5,1,1,0,SC,PRT,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,1,Group,164.9127414207089,0,3,Check-Out
City Hotel,0,440,2017,February,44,25,1,2,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,F,0,No Deposit,1,Transient-Party,147.13431285987787,0,0,Check-Out
City Hotel,0,733,2016,December,34,22,1,4,2,0,0,SC,PRT,Online TA,Corporate,0,0,0,C,D,0,No Deposit,1,Transient,160.18472017937216,0,2,Check-Out
City Hotel,1,704,2015,February,33,8,0,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,146.0630371306147,0,2,Canceled
City Hotel,1,139,2015,February,1,20,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,2,Transient,132.20991572138806,0,0,Check-Out
City Hotel,0,312,2016,May,44,18,2,2,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient-Party,79.20588944600274,0,0,Check-Out
Resort Hotel,0,184,2017,August,4,11,1,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,132.5356755920884,0,1,Check-Out
City Hotel,0,342,2016,July,29,1,2,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,1,A,E,0,No Deposit,0,Transient,103.68882258116105,0,0,Check-Out
City Hotel,0,187,2015,August,37,25,3,2,1,2,1,HB,PRT,Online TA,TA/TO,0,2,0,A,E,1,No Deposit,2,Transient,103.36800676162213,0,1,Check-Out
City Hotel,0,704,2017,May,22,18,1,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,3,Transient-Party,133.8484661046931,0,1,Canceled
City Hotel,0,287,2017,August,1,13,1,3,2,0,1,HB,PRT,Online TA,Direct,0,0,0,A,G,0,No Deposit,0,Transient,101.6023619992254,0,0,Check-Out
Resort Hotel,1,624,2017,November,53,15,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,1,A,K,0,Non Refund,0,Transient,83.41311993271334,1,0,Check-Out
Resort Hotel,0,601,2017,January,2,6,0,2,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,1,Transient,62.53766117916646,0,0,Check-Out
City Hotel,0,0,2016,September,41,10,1,1,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,4,Transient,59.02541054808858,0,0,Check-Out
Resort Hotel,0,604,2015,September,30,9,0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,0,Contract,161.03548605010658,1,1,Check-Out
Resort Hotel,1,231,2016,September,41,29,1,0,2,1,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,D,B,1,No Deposit,1,Transient,95.70715026399273,0,1,Check-Out
Resort Hotel,0,233,2017,March,25,1,0,2,1,0,0,SC,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient-Party,11.55839601619057,0,0,Check-Out
City Hotel,0,388,2016,April,47,24,0,5,2,0,0,HB,Other,Groups,TA/TO,0,0,0,B,D,0,Non Refund,2,Transient,81.12703459533819,0,3,Check-Out
City Hotel,0,702,2015,December,47,21,0,3,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,1,0,A,E,0,Non Refund,2,Transient,69.11512599125263,0,0,Check-Out
City Hotel,1,538,2016,August,20,12,1,0,2,0,0,BB,GBR,Offline TA/TO,Direct,0,0,0,B,A,0,No Deposit,0,Transient-Party,84.271532832189,0,0,Check-Out
City Hotel,0,328,2017,August,42,30,1,3,2,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,2,Transient,89.12141265315164,0,0,Canceled
Resort Hotel,0,246,2017,December,51,12,1,2,1,0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,D,F,0,No Deposit,0,Transient,210.53783919073274,0,0,Check-Out
Resort Hotel,0,502,2016,February,23,12,2,3,2,0,0,BB,BRA,Direct,TA/TO,0,0,0,D,A,0,No Deposit,2,Transient,52.21784228397022,0,0,Check-Out
City Hotel,1,423,2016,August,2,4,1,3,2,1,0,BB,PRT,Direct,TA/TO,0,0,1,A,A,0,No Deposit,0,Contract,85.29312122426323,0,0,Check-Out
City Hotel,0,75,2017,October,3,18,2,4,3,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,G,D,0,No Deposit,1,Transient,192.2599250413586,0,0,Canceled
Resort Hotel,0,571,2015,April,44,11,0,2,3,0,0,BB,FRA,Offline TA/TO,Direct,0,0,0,A,F,0,No Deposit,0,Transient-Party,118.34210554204692,0,1,Canceled
City Hotel,0,90,2016,August,2,17,3,3,4,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,3,Transient,47.930548282324445,0,0,Check-Out
City Hotel,1,484,2016,March,46,8,2,5,2,0,0,BB,PRT,Online TA,Direct,0,0,0,D,A,1,No Deposit,3,Contract,100.61194601468314,0,0,Check-Out
Resort Hotel,0,566,2016,November,44,17,1,4,2,0,0,BB,USA,Corporate,TA/TO,0,0,0,F,A,1,No Deposit,2,Transient-Party,159.23181079395042,0,0,Check-Out
City Hotel,0,335,2015,September,19,3,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,B,0,No Deposit,1,Transient,77.47526292788952,0,1,Check-Out
Resort Hotel,0,674,2015,August,18,3,0,5,1,0,0,BB,Other,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,1,Transient-Party,51.202999140184346,0,0,Canceled
City Hotel,1,47,2016,April,35,23,0,4,2,0,0,BB,Other,Online TA,TA/TO,0,1,0,G,A,1,No Deposit,1,Contract,128.4589651598907,0,2,Check-Out
City Hotel,1,582,2016,June,39,26,0,2,2,0,0,BB,Other,Direct,Direct,0,0,1,A,D,1,No Deposit,1,Transient,97.95508710688748,0,0,Canceled
Resort Hotel,0,497,2015,November,11,22,0,2,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,F,1,No Deposit,1,Transient,116.2037341363046,0,3,Check-Out
City Hotel,0,413,2017,February,12,9,3,3,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,D,G,0,No Deposit,3,Transient,20.435916211668044,0,2,Check-Out
City Hotel,0,99,2016,February,12,14,2,3,2,0,0,BB,ITA,Online TA,Corporate,1,1,0,B,E,1,No Deposit,1,Transient,19.29974746237332,0,0,Canceled
City Hotel,0,670,2016,July,32,10,0,13,2,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,C,A,0,No Deposit,1,Transient,116.42411629138475,0,0,Check-Out
City Hotel,1,27,2016,February,11,17,1,7,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient-Party,134.92269310636823,0,0,Check-Out
City Hotel,1,238,2015,February,34,30,0,2,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,132.61647516490075,0,0,Canceled
City Hotel,0,55,2015,February,34,30,2,1,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,F,0,No Deposit,2,Transient,126.98841588579009,0,2,Check-Out
Resort Hotel,0,151,2015,October,27,27,3,4,1,0,0,BB,Other,Corporate,Corporate,0,0,0,A,D,0,Non Refund,1,Transient-Party,124.55506334154288,0,0,Canceled
City Hotel,1,617,2015,February,53,26,0,4,1,0,0,HB,PRT,Online TA,TA/TO,0,0,1,F,B,0,No Deposit,1,Transient,150.34954731594172,0,4,Canceled
City Hotel,0,690,2016,February,25,14,2,3,1,0,0,HB,PRT,Online TA,Direct,0,0,0,E,A,0,No Deposit,0,Transient-Party,164.50101759987888,1,0,Check-Out
City Hotel,1,352,2015,March,9,27,2,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,1,Transient-Party,94.35971544308092,0,1,Check-Out
City Hotel,1,490,2015,October,20,16,0,5,1,0,0,BB,FRA,Corporate,TA/TO,0,0,0,F,A,0,No Deposit,1,Transient,113.5692262999571,0,0,Check-Out
City Hotel,1,210,2016,April,14,24,2,5,1,2,0,HB,GBR,Direct,TA/TO,0,0,0,E,F,0,No Deposit,0,Group,87.0518613130553,0,0,Check-Out
City Hotel,0,367,2016,January,36,24,1,4,2,0,0,HB,ESP,Offline TA/TO,Direct,0,0,0,A,A,0,Non Refund,2,Transient,107.19484773040267,0,2,Check-Out
City Hotel,0,304,2016,May,53,27,1,2,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,D,A,0,No Deposit,2,Transient,117.38615055815725,0,0,Check-Out
City Hotel,0,465,2017,December,50,8,0,2,1,0,1,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient,116.02430474910274,0,0,Check-Out
City Hotel,1,395,2017,March,24,15,0,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,E,2,No Deposit,4,Transient,177.74859866509365,1,2,Canceled
City Hotel,0,295,2017,December,16,15,1,6,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,D,0,No Deposit,2,Transient-Party,63.29313413131361,0,0,Check-Out
City Hotel,0,461,2016,April,7,25,0,2,1,1,0,HB,USA,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,1,Transient-Party,85.74906618599802,1,0,Check-Out
Resort Hotel,0,397,2016,March,13,20,0,2,3,0,0,BB,Other,Offline TA/TO,TA/TO,0,0,0,E,D,1,No Deposit,0,Transient-Party,69.02583205078244,0,0,Check-Out
City Hotel,0,349,2016,April,22,31,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,D,0,No Deposit,1,Transient,16.896273843172565,0,2,Check-Out
City Hotel,0,535,2016,December,4,27,1,5,2,2,0,BB,ESP,Online TA,Direct,0,0,0,A,G,0,No Deposit,1,Transient,154.9762522895366,0,1,Check-Out
Resort Hotel,1,351,2015,March,13,3,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,135.06234198347516,0,0,Canceled
City Hotel,1,219,2015,June,36,7,1,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,D,0,No Deposit,0,Transient,118.75107371670381,0,0,Canceled
City Hotel,1,454,2016,June,45,7,1,3,1,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,B,F,0,Non Refund,1,Transient,113.28401134140098,0,0,Canceled
City Hotel,0,371,2015,August,28,13,2,5,2,0,0,BB,GBR,Corporate,TA/TO,0,0,0,F,A,0,No Deposit,1,Transient,104.35306142181624,1,1,Canceled
City Hotel,0,187,2016,March,11,14,2,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,1,F,E,0,No Deposit,1,Transient,59.62463229885557,0,2,Check-Out
City Hotel,0,454,2017,March,22,10,3,3,2,0,0,BB,Other,Corporate,TA/TO,0,2,0,A,A,1,No Deposit,3,Transient,58.17859433544117,0,1,Canceled
City Hotel,1,228,2016,August,2,6,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,2,0,D,C,0,No Deposit,0,Transient,87.95543269552189,0,0,Check-Out
Resort Hotel,0,341,2015,June,10,7,0,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,1,A,A,0,Non Refund,2,Transient,54.6425334692896,0,5,Check-Out
City Hotel,0,502,2016,December,52,24,3,3,4,0,0,BB,PRT,Groups,TA/TO,0,0,0,F,D,0,Non Refund,3,Transient,102.85388479035639,0,0,Check-Out
City Hotel,0,659,2016,May,40,11,3,4,2,0,0,BB,PRT,Corporate,Corporate,0,0,1,F,A,0,No Deposit,1,Group,83.46062724987488,0,0,Check-Out
Resort Hotel,1,465,2016,March,11,16,0,4,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,1,Transient,95.33514462614336,0,0,Check-Out
Resort Hotel,0,5,2016,May,50,11,1,5,4,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,F,0,Non Refund,1,Transient,114.43932752455123,0,0,Check-Out
Resort Hotel,0,402,2016,December,28,21,1,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,E,0,No Deposit,0,Transient,97.56266154377914,0,1,Canceled
City Hotel,0,576,2016,December,51,9,0,2,1,0,0,BB,GBR,Direct,TA/TO,0,0,0,E,D,0,No Deposit,1,Transient,119.13307150022757,0,3,Check-Out
City Hotel,0,373,2017,March,3,10,0,5,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,21.043489683749698,0,0,Check-Out
City Hotel,1,588,2016,June,19,19,1,4,2,0,0,HB,USA,Online TA,TA/TO,0,0,0,G,D,0,No Deposit,0,Transient,169.09989348550664,0,1,Check-Out
City Hotel,0,308,2016,February,1,19,1,4,2,0,0,BB,ESP,Direct,TA/TO,0,0,0,C,D,0,No Deposit,0,Transient,118.98703106808034,0,0,No-Show
Resort Hotel,1,158,2015,September,19,11,1,5,2,0,0,BB,FRA,Groups,TA/TO,0,0,1,D,A,0,No Deposit,1,Transient,165.78916587124942,0,3,Check-Out
City Hotel,1,46,2015,June,6,26,1,4,2,0,0,BB,BRA,Online TA,TA/TO,0,1,0,A,D,0,No Deposit,0,Transient,34.16176412323699,0,0,Check-Out
Resort Hotel,0,492,2015,February,36,31,0,1,2,1,0,BB,PRT,Direct,TA/TO,0,0,0,E,E,0,No Deposit,2,Transient,103.51834773907692,0,0,Canceled
City Hotel,0,457,2017,August,1,6,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,D,D,0,No Deposit,1,Transient,134.21019453048643,0,3,Check-Out
City Hotel,1,144,2016,February,39,2,1,4,2,2,0,BB,PRT,Direct,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,118.60368200163259,0,1,Check-Out
Resort Hotel,0,147,2016,March,9,30,0,2,1,0,0,BB,ITA,Direct,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,24.253255442419658,0,0,Canceled
City Hotel,0,432,2017,August,21,15,1,6,3,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,C,0,No Deposit,0,Transient,30.401729959660813,0,3,Check-Out
City Hotel,1,208,2015,August,46,18,0,3,2,1,0,BB,FRA,Groups,Direct,0,0,1,F,G,1,No Deposit,4,Transient,260.28725708628116,0,3,Check-Out
City Hotel,1,33,2016,March,45,4,3,2,2,0,1,BB,PRT,Offline TA/TO,Direct,0,0,1,G,D,0,No Deposit,1,Transient,102.2364371790762,0,2,Check-Out
City Hotel,0,427,2016,February,4,12,1,1,2,0,0,BB,ESP,Corporate,TA/TO,1,0,0,A,A,1,No Deposit,0,Transient,81.40795223352723,0,1,Check-Out
Resort Hotel,1,360,2015,February,32,26,0,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,D,0,No Deposit,1,Transient,143.84331271573603,0,0,Check-Out
City Hotel,1,32,2016,September,21,18,3,2,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,4,Transient-Party,82.67706652202557,0,0,Canceled
Resort Hotel,0,217,2015,February,11,4,1,2,1,0,0,BB,GBR,Corporate,TA/TO,0,0,0,D,C,0,No Deposit,2,Transient,124.60969530631822,0,2,Check-Out
City Hotel,1,706,2015,March,34,4,1,2,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,1,Transient,7.804668629718705,0,1,Check-Out
City Hotel,0,113,2015,March,44,30,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,0,Transient,93.40662302869738,0,1,Canceled
City Hotel,0,285,2015,February,27,10,1,3,1,0,0,HB,Other,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,1,Transient,117.21497339937034,0,3,Check-Out
City Hotel,1,68,2016,January,27,9,0,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,2,Transient,79.28575454869193,0,0,Canceled
City Hotel,0,696,2017,January,44,7,1,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,B,E,0,No Deposit,2,Transient,75.08241121447195,0,0,Check-Out
City Hotel,1,630,2017,February,3,16,0,2,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,G,E,0,No Deposit,1,Transient-Party,157.7512433645892,0,0,Canceled
City Hotel,0,259,2015,December,3,19,0,2,3,0,0,HB,ITA,Offline TA/TO,TA/TO,0,2,0,A,E,0,No Deposit,1,Transient,113.77088153840462,0,0,Check-Out
City Hotel,0,589,2016,May,45,10,1,3,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,48.4982314869017,0,0,Canceled
Resort Hotel,0,482,2016,July,33,5,0,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,63.363952611448724,0,1,Check-Out
Resort Hotel,0,21,2015,March,10,8,2,2,1,0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,0,Transient,129.69235272950323,0,0,Canceled
City Hotel,0,372,2017,March,27,19,3,7,2,0,0,BB,GBR,Direct,Direct,0,0,0,C,D,0,No Deposit,0,Transient,28.668653982207132,0,0,Check-Out
Resort Hotel,0,17,2016,April,41,25,1,1,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,D,K,0,Non Refund,2,Contract,175.3965159625156,1,0,Check-Out
City Hotel,0,556,2015,August,19,19,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,A,0,Refundable,2,Contract,114.4064437079102,0,3,Check-Out
City Hotel,1,369,2016,May,28,20,1,3,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,F,F,1,No Deposit,4,Transient,84.58833994641783,0,2,Canceled
City Hotel,0,172,2016,March,19,22,0,6,2,0,0,SC,PRT,Offline TA/TO,TA/TO,0,1,1,D,F,0,No Deposit,2,Contract,36.88207723721146,0,0,Canceled
Resort Hotel,1,304,2016,August,27,31,0,2,1,0,0,SC,FRA,Direct,TA/TO,0,0,0,A,E,0,No Deposit,2,Transient,126.2729860866804,0,2,Check-Out
City Hotel,0,266,2015,June,47,21,2,8,1,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3,Transient,81.71906764470656,0,0,Canceled
City Hotel,0,427,2016,April,14,22,0,4,1,0,0,SC,PRT,Direct,TA/TO,0,1,0,A,G,0,No Deposit,2,Transient,132.93615174319297,0,0,Check-Out
City Hotel,0,421,2016,March,40,26,1,8,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient,65.13919691901162,0,1,Check-Out
Resort Hotel,0,303,2016,August,18,16,2,4,2,0,1,HB,PRT,Online TA,Corporate,0,1,0,A,A,0,No Deposit,1,Transient,78.23286092901606,0,0,Check-Out
